traffic_record_id,state,road_type,lane_count,speed_limit_kmph,has_signal,enforcement_level,blackspot_score,season,day_of_week,hour_of_day,lighting,weather,is_peak,vehicle_count_per_hr,avg_speed_kmph,peak,traffic_data_quality_flag,signal_status,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,signal_data_quality_flag,accident_occurred,month,day,week_of_year,is_weekend,is_night,speed_ratio,traffic_density,signal_efficiency
540,Telangana,urban,3,57,1,medium,0.054,monsoon,2,14,Day,Rain,0,650.0,16.0,0,Unknown,Working,39.0,70.0,6.0,115.0,0.0,Unknown,0,7,2,27,0,0,0.2807017543859649,216.66666666666666,0.3391304347826087
541,Telangana,urban,3,57,1,medium,0.054,monsoon,2,15,Day,Rain,0,353.0,25.4,0,Unknown,Working,51.0,50.0,6.0,107.0,0.0,Unknown,0,7,2,27,0,0,0.4456140350877193,117.66666666666667,0.4766355140186916
542,Telangana,urban,3,57,1,medium,0.054,monsoon,2,16,Day,Clear,0,399.0,44.3,0,Unknown,Working,78.0,60.0,3.0,141.0,4.0,Unknown,0,7,2,27,0,0,0.7771929824561403,133.0,0.5531914893617021
543,Telangana,urban,3,57,1,medium,0.054,monsoon,2,17,Day,Clear,1,1263.0,29.2,1,Unknown,Working,84.0,72.0,7.0,163.0,1.0,Unknown,0,7,2,27,0,0,0.512280701754386,421.0,0.5153374233128835
544,Telangana,urban,3,57,1,medium,0.054,monsoon,2,18,Day,Clear,1,539.0,34.7,1,Unknown,Working,78.0,65.0,7.0,150.0,1.0,Unknown,0,7,2,27,0,0,0.6087719298245614,179.66666666666666,0.52
545,Telangana,urban,3,57,1,medium,0.054,monsoon,2,19,Dusk/Dawn,Rain,1,1622.0,21.9,1,Unknown,Working,35.0,35.0,4.0,74.0,1.0,Unknown,0,7,2,27,0,0,0.38421052631578945,540.6666666666666,0.47297297297297297
546,Telangana,urban,3,57,1,medium,0.054,monsoon,2,20,Night,Clear,1,1654.0,27.5,1,Unknown,Working,41.0,63.0,8.0,112.0,1.0,Unknown,0,7,2,27,0,1,0.4824561403508772,551.3333333333334,0.36607142857142855
547,Telangana,urban,3,57,1,medium,0.054,monsoon,2,21,Night,Rain,1,2226.0,13.5,1,Unknown,Working,83.0,120.0,9.0,212.0,0.0,Unknown,0,7,2,27,0,1,0.23684210526315788,742.0,0.3915094339622642
548,Telangana,urban,3,57,1,medium,0.054,monsoon,2,22,Night,Rain,0,431.0,27.7,0,Unknown,Working,72.0,100.0,6.0,178.0,1.0,Unknown,0,7,2,27,0,1,0.48596491228070177,143.66666666666666,0.4044943820224719
549,Telangana,urban,3,57,1,medium,0.054,monsoon,2,23,Night,Rain,0,792.0,30.7,0,Unknown,Working,90.0,63.0,10.0,163.0,0.0,Unknown,0,7,2,27,0,1,0.5385964912280702,264.0,0.5521472392638037
550,Telangana,urban,3,57,1,medium,0.054,monsoon,3,0,Night,Clear,0,1539.0,19.4,0,Unknown,Working,25.0,84.0,9.0,118.0,1.0,Unknown,0,7,3,27,0,1,0.3403508771929824,513.0,0.211864406779661
551,Telangana,urban,3,57,1,medium,0.054,monsoon,3,1,Night,Rain,0,512.0,22.4,0,Unknown,Working,90.0,75.0,6.0,171.0,0.0,Unknown,0,7,3,27,0,1,0.3929824561403509,170.66666666666666,0.5263157894736842
552,Telangana,urban,3,57,1,medium,0.054,monsoon,3,2,Night,Clear,0,674.0,18.3,0,Unknown,Working,42.0,46.0,3.0,91.0,0.0,Unknown,0,7,3,27,0,1,0.32105263157894737,224.66666666666666,0.46153846153846156
553,Telangana,urban,3,57,1,medium,0.054,monsoon,3,3,Night,Rain,0,511.0,23.6,0,Unknown,Working,88.0,73.0,7.0,168.0,2.0,Unknown,0,7,3,27,0,1,0.41403508771929826,170.33333333333334,0.5238095238095238
554,Telangana,urban,3,57,1,medium,0.054,monsoon,3,4,Night,Clear,0,210.0,44.8,0,Unknown,Working,85.0,33.0,8.0,126.0,2.0,Unknown,0,7,3,27,0,1,0.7859649122807018,70.0,0.6746031746031746
555,Telangana,urban,3,57,1,medium,0.054,monsoon,3,5,Dusk/Dawn,Rain,0,558.0,28.5,0,Unknown,Working,72.0,40.0,6.0,118.0,0.0,Unknown,0,7,3,27,0,1,0.5,186.0,0.6101694915254238
556,Telangana,urban,3,57,1,medium,0.054,monsoon,3,6,Day,Rain,0,426.0,23.6,0,Unknown,Working,71.0,50.0,3.0,124.0,3.0,Unknown,1,7,3,27,0,0,0.41403508771929826,142.0,0.5725806451612904
557,Telangana,urban,3,57,1,medium,0.054,monsoon,3,7,Day,Clear,0,392.0,39.4,0,Unknown,Working,67.0,100.0,6.0,173.0,0.0,Unknown,0,7,3,27,0,0,0.6912280701754385,130.66666666666666,0.3872832369942196
558,Telangana,urban,3,57,1,medium,0.054,monsoon,3,8,Day,Clear,1,0.0,0.0,1,veh_dropout,Working,25.0,114.0,4.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.0,0.0,0.17482517482517482
559,Telangana,urban,3,57,1,medium,0.054,monsoon,3,9,Day,Rain,1,1556.0,23.6,1,Unknown,Working,25.0,116.0,3.0,144.0,0.0,Unknown,0,7,3,27,0,0,0.41403508771929826,518.6666666666666,0.1736111111111111
560,Telangana,urban,3,57,1,medium,0.054,monsoon,3,10,Day,Rain,1,2188.0,13.7,1,Unknown,Working,79.0,55.0,7.0,141.0,2.0,Unknown,0,7,3,27,0,0,0.24035087719298245,729.3333333333334,0.5602836879432624
561,Telangana,urban,3,57,1,medium,0.054,monsoon,3,11,Day,Rain,1,710.0,28.0,1,Unknown,Working,27.0,88.0,6.0,121.0,1.0,Unknown,0,7,3,27,0,0,0.49122807017543857,236.66666666666666,0.2231404958677686
562,Telangana,urban,3,57,1,medium,0.054,monsoon,3,12,Day,Rain,0,240.0,32.7,0,Unknown,Working,65.0,37.0,3.0,105.0,1.0,Unknown,0,7,3,27,0,0,0.5736842105263158,80.0,0.6190476190476191
563,Telangana,urban,3,57,1,medium,0.054,monsoon,3,13,Day,Rain,0,326.0,27.7,0,Unknown,Working,72.0,53.0,6.0,131.0,1.0,Unknown,0,7,3,27,0,0,0.48596491228070177,108.66666666666667,0.549618320610687
564,Telangana,urban,3,57,1,medium,0.054,monsoon,3,14,Day,Clear,0,444.0,36.5,0,Unknown,Working,26.0,107.0,6.0,139.0,1.0,Unknown,0,7,3,27,0,0,0.6403508771929824,148.0,0.18705035971223022
565,Telangana,urban,3,57,1,medium,0.054,monsoon,3,15,Day,Clear,0,704.0,31.5,0,Unknown,Working,65.0,100.0,5.0,170.0,3.0,Unknown,0,7,3,27,0,0,0.5526315789473685,234.66666666666666,0.38235294117647056
566,Telangana,urban,3,57,1,medium,0.054,monsoon,3,16,Day,Clear,0,321.0,38.4,0,Unknown,Working,86.0,65.0,5.0,156.0,0.0,Unknown,0,7,3,27,0,0,0.6736842105263158,107.0,0.5512820512820513
567,Telangana,urban,3,57,1,medium,0.054,monsoon,3,17,Day,Thunderstorm,1,652.0,32.0,1,Unknown,Working,66.0,84.0,3.0,153.0,1.0,Unknown,0,7,3,27,0,0,0.5614035087719298,217.33333333333334,0.43137254901960786
568,Telangana,urban,3,57,1,medium,0.054,monsoon,3,18,Day,Rain,1,769.0,23.7,1,Unknown,Working,28.0,75.0,6.0,109.0,1.0,Unknown,0,7,3,27,0,0,0.4157894736842105,256.3333333333333,0.25688073394495414
569,Telangana,urban,3,57,1,medium,0.054,monsoon,3,19,Dusk/Dawn,Rain,1,1210.0,12.4,1,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.21754385964912282,403.3333333333333,0.4195804195804196
570,Telangana,urban,3,57,1,medium,0.054,monsoon,3,20,Night,Rain,1,788.0,9.4,1,Unknown,Working,43.0,106.0,6.0,155.0,1.0,Unknown,0,7,3,27,0,1,0.1649122807017544,262.6666666666667,0.27741935483870966
571,Telangana,urban,3,57,1,medium,0.054,monsoon,3,21,Night,Thunderstorm,1,725.0,31.4,1,Unknown,Working,46.0,106.0,7.0,159.0,1.0,Unknown,0,7,3,27,0,1,0.5508771929824561,241.66666666666666,0.2893081761006289
572,Telangana,urban,3,57,1,medium,0.054,monsoon,3,22,Night,Clear,0,578.0,31.5,0,Unknown,Working,61.0,107.0,7.0,175.0,3.0,Unknown,0,7,3,27,0,1,0.5526315789473685,192.66666666666666,0.3485714285714286
573,Telangana,urban,3,57,1,medium,0.054,monsoon,3,23,Night,Rain,0,373.0,31.1,0,Unknown,Blinking,0.0,77.0,6.0,143.0,1.0,sig_glitch,0,7,3,27,0,1,0.5456140350877193,124.33333333333333,0.0
574,Telangana,urban,3,57,1,medium,0.054,monsoon,4,0,Night,Rain,0,1053.0,5.6,0,Unknown,Working,83.0,102.0,6.0,191.0,1.0,Unknown,0,7,4,27,0,1,0.09824561403508772,351.0,0.43455497382198954
575,Telangana,urban,3,57,1,medium,0.054,monsoon,4,1,Night,Rain,0,593.0,28.7,0,Unknown,Working,43.0,86.0,10.0,139.0,1.0,Unknown,0,7,4,27,0,1,0.5035087719298246,197.66666666666666,0.30935251798561153
576,Telangana,urban,3,57,1,medium,0.054,monsoon,4,2,Night,Clear,0,274.0,41.2,0,Unknown,Working,38.0,109.0,10.0,157.0,1.0,Unknown,0,7,4,27,0,1,0.7228070175438597,91.33333333333333,0.24203821656050956
577,Telangana,urban,3,57,1,medium,0.054,monsoon,4,3,Night,Rain,0,377.0,30.2,0,Unknown,Working,84.0,97.0,7.0,188.0,0.0,Unknown,0,7,4,27,0,1,0.5298245614035088,125.66666666666667,0.44680851063829785
578,Telangana,urban,3,57,1,medium,0.054,monsoon,4,4,Night,Thunderstorm,0,296.0,37.6,0,Unknown,Working,88.0,107.0,10.0,205.0,2.0,Unknown,0,7,4,27,0,1,0.6596491228070176,98.66666666666667,0.4292682926829268
579,Telangana,urban,3,57,1,medium,0.054,monsoon,4,5,Dusk/Dawn,Rain,0,285.0,33.4,0,Unknown,Working,66.0,101.0,4.0,171.0,1.0,Unknown,0,7,4,27,0,1,0.5859649122807017,95.0,0.38596491228070173
580,Telangana,urban,3,57,1,medium,0.054,monsoon,4,6,Day,Rain,0,516.0,21.4,0,Unknown,Working,38.0,43.0,7.0,88.0,1.0,Unknown,0,7,4,27,0,0,0.37543859649122807,172.0,0.4318181818181818
581,Telangana,urban,3,57,1,medium,0.054,monsoon,4,7,Day,Thunderstorm,0,257.0,47.5,0,Unknown,Working,55.0,100.0,7.0,162.0,2.0,Unknown,0,7,4,27,0,0,0.8333333333333334,85.66666666666667,0.3395061728395062
582,Telangana,urban,3,57,1,medium,0.054,monsoon,4,8,Day,Rain,1,1663.0,8.8,1,Unknown,Working,30.0,66.0,3.0,99.0,1.0,Unknown,0,7,4,27,0,0,0.1543859649122807,554.3333333333334,0.30303030303030304
583,Telangana,urban,3,57,1,medium,0.054,monsoon,4,9,Day,Clear,1,1459.0,18.0,1,Unknown,Working,40.0,80.0,7.0,127.0,0.0,Unknown,0,7,4,27,0,0,0.3157894736842105,486.3333333333333,0.31496062992125984
584,Telangana,urban,3,57,1,medium,0.054,monsoon,4,10,Day,Rain,1,1100.0,11.2,1,Unknown,Working,84.0,82.0,3.0,169.0,5.0,Unknown,0,7,4,27,0,0,0.19649122807017544,366.6666666666667,0.4970414201183432
585,Telangana,urban,3,57,1,medium,0.054,monsoon,4,11,Day,Rain,1,1686.0,20.6,1,Unknown,Working,37.0,114.0,3.0,154.0,2.0,Unknown,1,7,4,27,0,0,0.36140350877192984,562.0,0.24025974025974026
586,Telangana,urban,3,57,1,medium,0.054,monsoon,4,12,Day,Rain,0,546.0,20.9,0,Unknown,Working,27.0,53.0,7.0,87.0,1.0,Unknown,0,7,4,27,0,0,0.36666666666666664,182.0,0.3103448275862069
587,Telangana,urban,3,57,1,medium,0.054,monsoon,4,13,Day,Rain,0,294.0,35.1,0,Unknown,Working,44.0,70.0,4.0,118.0,2.0,Unknown,0,7,4,27,0,0,0.6157894736842106,98.0,0.3728813559322034
588,Telangana,urban,3,57,1,medium,0.054,monsoon,4,14,Day,Thunderstorm,0,224.0,44.1,0,Unknown,Working,65.0,70.0,5.0,140.0,1.0,Unknown,0,7,4,27,0,0,0.7736842105263159,74.66666666666667,0.4642857142857143
589,Telangana,urban,3,57,1,medium,0.054,monsoon,4,15,Day,Thunderstorm,0,527.0,40.1,0,Unknown,Working,75.0,34.0,3.0,112.0,1.0,Unknown,0,7,4,27,0,0,0.7035087719298246,175.66666666666666,0.6696428571428571
590,Telangana,urban,3,57,1,medium,0.054,monsoon,4,16,Day,Rain,0,358.0,29.7,0,Unknown,Working,63.0,99.0,6.0,168.0,1.0,Unknown,0,7,4,27,0,0,0.5210526315789473,119.33333333333333,0.375
591,Telangana,urban,3,57,1,medium,0.054,monsoon,4,17,Day,Clear,1,1603.0,21.6,1,Unknown,Working,55.0,95.0,5.0,155.0,1.0,Unknown,0,7,4,27,0,0,0.37894736842105264,534.3333333333334,0.3548387096774194
592,Telangana,urban,3,57,1,medium,0.054,monsoon,4,18,Day,Thunderstorm,1,1009.0,29.8,1,Unknown,Working,34.0,50.0,3.0,87.0,2.0,Unknown,0,7,4,27,0,0,0.5228070175438596,336.3333333333333,0.39080459770114945
593,Telangana,urban,3,57,1,medium,0.054,monsoon,4,19,Dusk/Dawn,Rain,1,921.0,23.1,1,Unknown,Working,54.0,116.0,6.0,176.0,2.0,Unknown,0,7,4,27,0,0,0.4052631578947369,307.0,0.3068181818181818
594,Telangana,urban,3,57,1,medium,0.054,monsoon,4,20,Night,Clear,1,1184.0,30.0,1,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.5263157894736842,394.6666666666667,0.4195804195804196
595,Telangana,urban,3,57,1,medium,0.054,monsoon,4,21,Night,Thunderstorm,1,705.0,37.9,1,Unknown,Working,58.0,73.0,9.0,140.0,1.0,Unknown,0,7,4,27,0,1,0.6649122807017543,235.0,0.4142857142857143
596,Telangana,urban,3,57,1,medium,0.054,monsoon,4,22,Night,Rain,0,440.0,23.8,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.41754385964912283,146.66666666666666,0.4195804195804196
597,Telangana,urban,3,57,1,medium,0.054,monsoon,4,23,Night,Rain,0,448.0,27.9,0,Unknown,Working,62.0,30.0,7.0,99.0,0.0,Unknown,0,7,4,27,0,1,0.4894736842105263,149.33333333333334,0.6262626262626263
598,Telangana,urban,3,57,1,medium,0.054,monsoon,5,0,Night,Rain,0,819.0,25.8,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.45263157894736844,273.0,0.4195804195804196
599,Telangana,urban,3,57,1,medium,0.054,monsoon,5,1,Night,Rain,0,282.0,20.8,0,Unknown,Working,27.0,87.0,4.0,118.0,0.0,Unknown,0,7,5,27,1,1,0.3649122807017544,94.0,0.2288135593220339
600,Telangana,urban,3,57,1,medium,0.054,monsoon,5,2,Night,Clear,0,470.0,36.2,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.6350877192982457,156.66666666666666,0.4195804195804196
601,Telangana,urban,3,57,1,medium,0.054,monsoon,5,3,Night,Clear,0,560.0,37.9,0,Unknown,Working,55.0,33.0,7.0,95.0,4.0,Unknown,0,7,5,27,1,1,0.6649122807017543,186.66666666666666,0.5789473684210527
602,Telangana,urban,3,57,1,medium,0.054,monsoon,5,4,Night,Rain,0,551.0,35.2,0,Unknown,Working,28.0,91.0,10.0,129.0,0.0,Unknown,0,7,5,27,1,1,0.6175438596491228,183.66666666666666,0.21705426356589147
603,Telangana,urban,3,57,1,medium,0.054,monsoon,5,5,Dusk/Dawn,Clear,0,670.0,32.1,0,Unknown,Working,54.0,94.0,7.0,155.0,1.0,Unknown,0,7,5,27,1,1,0.5631578947368421,223.33333333333334,0.34838709677419355
604,Telangana,urban,3,57,1,medium,0.054,monsoon,5,6,Day,Clear,0,401.0,29.5,0,Unknown,Working,49.0,95.0,5.0,149.0,0.0,Unknown,0,7,5,27,1,0,0.5175438596491229,133.66666666666666,0.3288590604026846
605,Telangana,urban,3,57,1,medium,0.054,monsoon,5,7,Day,Rain,0,650.0,26.0,0,Unknown,Working,39.0,61.0,6.0,106.0,0.0,Unknown,0,7,5,27,1,0,0.45614035087719296,216.66666666666666,0.36792452830188677
606,Telangana,urban,3,57,1,medium,0.054,monsoon,5,8,Day,Thunderstorm,1,789.0,34.3,1,Unknown,Working,73.0,96.0,7.0,176.0,0.0,Unknown,0,7,5,27,1,0,0.6017543859649123,263.0,0.4147727272727273
607,Telangana,urban,3,57,1,medium,0.054,monsoon,5,9,Day,Clear,0,515.0,34.1,0,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.5982456140350877,171.66666666666666,0.4195804195804196
608,Telangana,urban,3,57,1,medium,0.054,monsoon,5,10,Day,Rain,1,638.0,30.0,1,Unknown,Working,41.0,58.0,7.0,106.0,0.0,Unknown,0,7,5,27,1,0,0.5263157894736842,212.66666666666666,0.3867924528301887
609,Telangana,urban,3,57,1,medium,0.054,monsoon,5,11,Day,Rain,0,615.0,31.4,0,Unknown,Working,67.0,105.0,6.0,178.0,1.0,Unknown,0,7,5,27,1,0,0.5508771929824561,205.0,0.37640449438202245
610,Telangana,urban,3,57,1,medium,0.054,monsoon,5,12,Day,Clear,0,464.0,36.9,0,Unknown,Working,75.0,106.0,4.0,185.0,0.0,Unknown,0,7,5,27,1,0,0.6473684210526316,154.66666666666666,0.40540540540540543
611,Telangana,urban,3,57,1,medium,0.054,monsoon,5,13,Day,Clear,0,883.0,35.3,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.619298245614035,294.3333333333333,0.4195804195804196
612,Telangana,urban,3,57,1,medium,0.054,monsoon,5,14,Day,Rain,0,446.0,32.1,0,Unknown,Working,76.0,109.0,3.0,188.0,0.0,Unknown,0,7,5,27,1,0,0.5631578947368421,148.66666666666666,0.40425531914893614
613,Telangana,urban,3,57,1,medium,0.054,monsoon,5,15,Day,Rain,0,420.0,34.6,0,Unknown,Working,73.0,51.0,7.0,131.0,1.0,Unknown,0,7,5,27,1,0,0.6070175438596491,140.0,0.5572519083969466
614,Telangana,urban,3,57,1,medium,0.054,monsoon,5,16,Day,Thunderstorm,0,426.0,41.5,0,Unknown,Working,72.0,105.0,4.0,181.0,4.0,Unknown,0,7,5,27,1,0,0.7280701754385965,142.0,0.39779005524861877
615,Telangana,urban,3,57,1,medium,0.054,monsoon,5,17,Day,Rain,0,568.0,23.6,0,Unknown,Working,54.0,55.0,7.0,116.0,1.0,Unknown,0,7,5,27,1,0,0.41403508771929826,189.33333333333334,0.46551724137931033
616,Telangana,urban,3,57,1,medium,0.054,monsoon,5,18,Day,Clear,1,833.0,36.1,1,Unknown,Working,85.0,46.0,3.0,134.0,0.0,Unknown,0,7,5,27,1,0,0.6333333333333333,277.6666666666667,0.6343283582089553
617,Telangana,urban,3,57,1,medium,0.054,monsoon,5,19,Dusk/Dawn,Clear,1,1486.0,18.9,1,Unknown,Working,28.0,38.0,4.0,70.0,1.0,Unknown,0,7,5,27,1,0,0.33157894736842103,495.3333333333333,0.4
618,Telangana,urban,3,57,1,medium,0.054,monsoon,5,20,Night,Clear,1,615.0,31.8,1,Unknown,Working,66.0,32.0,9.0,107.0,0.0,Unknown,0,7,5,27,1,1,0.5578947368421052,205.0,0.616822429906542
619,Telangana,urban,3,57,1,medium,0.054,monsoon,5,21,Night,Clear,1,965.0,24.7,1,Unknown,Working,66.0,82.0,9.0,157.0,0.0,Unknown,0,7,5,27,1,1,0.43333333333333335,321.6666666666667,0.42038216560509556
620,Telangana,urban,3,57,1,medium,0.054,monsoon,5,22,Night,Thunderstorm,0,334.0,37.7,0,Unknown,Working,77.0,114.0,7.0,198.0,1.0,Unknown,0,7,5,27,1,1,0.6614035087719299,111.33333333333333,0.3888888888888889
621,Telangana,urban,3,57,1,medium,0.054,monsoon,5,23,Night,Rain,0,863.0,20.2,0,Unknown,Working,35.0,83.0,6.0,124.0,1.0,Unknown,0,7,5,27,1,1,0.3543859649122807,287.6666666666667,0.28225806451612906
622,Telangana,urban,3,57,1,medium,0.054,monsoon,6,0,Night,Rain,0,376.0,24.6,0,Unknown,Working,66.0,66.0,6.0,138.0,0.0,Unknown,0,7,6,27,1,1,0.43157894736842106,125.33333333333333,0.4782608695652174
623,Telangana,urban,3,57,1,medium,0.054,monsoon,6,1,Night,Clear,0,709.0,29.3,0,Unknown,Working,83.0,53.0,6.0,142.0,1.0,Unknown,0,7,6,27,1,1,0.5140350877192983,236.33333333333334,0.5845070422535211
624,Telangana,urban,3,57,1,medium,0.054,monsoon,6,2,Night,Rain,0,773.0,17.7,0,Unknown,Working,52.0,44.0,3.0,99.0,1.0,Unknown,0,7,6,27,1,1,0.31052631578947365,257.6666666666667,0.5252525252525253
625,Telangana,urban,3,57,1,medium,0.054,monsoon,6,3,Night,Clear,0,458.0,30.1,0,Unknown,Working,33.0,53.0,9.0,95.0,4.0,Unknown,0,7,6,27,1,1,0.5280701754385965,152.66666666666666,0.3473684210526316
626,Telangana,urban,3,57,1,medium,0.054,monsoon,6,4,Night,Rain,0,227.0,29.5,0,Unknown,Working,49.0,89.0,10.0,148.0,1.0,Unknown,0,7,6,27,1,1,0.5175438596491229,75.66666666666667,0.3310810810810811
627,Telangana,urban,3,57,1,medium,0.054,monsoon,6,5,Dusk/Dawn,Clear,0,291.0,39.4,0,Unknown,Working,85.0,113.0,6.0,204.0,1.0,Unknown,0,7,6,27,1,1,0.6912280701754385,97.0,0.4166666666666667
628,Telangana,urban,3,57,1,medium,0.054,monsoon,6,6,Day,Clear,0,164.0,53.2,0,Unknown,Working,66.0,81.0,7.0,154.0,1.0,Unknown,0,7,6,27,1,0,0.9333333333333333,54.666666666666664,0.42857142857142855
629,Telangana,urban,3,57,1,medium,0.054,monsoon,6,7,Day,Clear,0,735.0,24.7,0,Unknown,Working,51.0,102.0,3.0,156.0,2.0,Unknown,0,7,6,27,1,0,0.43333333333333335,245.0,0.3269230769230769
630,Telangana,urban,3,57,1,medium,0.054,monsoon,6,8,Day,Rain,1,1533.0,18.9,1,Unknown,Working,41.0,48.0,7.0,96.0,1.0,Unknown,0,7,6,27,1,0,0.33157894736842103,511.0,0.4270833333333333
631,Telangana,urban,3,57,1,medium,0.054,monsoon,6,9,Day,Rain,0,582.0,23.6,0,Unknown,Working,64.0,45.0,3.0,112.0,0.0,Unknown,0,7,6,27,1,0,0.41403508771929826,194.0,0.5714285714285714
632,Telangana,urban,3,57,1,medium,0.054,monsoon,6,10,Day,Rain,1,2040.0,5.0,1,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,1,7,6,27,1,0,0.08771929824561403,680.0,0.4195804195804196
633,Telangana,urban,3,57,1,medium,0.054,monsoon,6,11,Day,Rain,1,1445.0,11.2,1,Unknown,Working,84.0,47.0,7.0,138.0,1.0,Unknown,0,7,6,27,1,0,0.19649122807017544,481.6666666666667,0.6086956521739131
634,Telangana,urban,3,57,1,medium,0.054,monsoon,6,12,Day,Rain,0,812.0,14.6,0,Unknown,Working,36.0,102.0,4.0,142.0,2.0,Unknown,0,7,6,27,1,0,0.256140350877193,270.6666666666667,0.2535211267605634
635,Telangana,urban,3,57,1,medium,0.054,monsoon,6,13,Day,Clear,0,347.0,35.2,0,Unknown,Working,38.0,93.0,3.0,134.0,2.0,Unknown,0,7,6,27,1,0,0.6175438596491228,115.66666666666667,0.2835820895522388
636,Telangana,urban,3,57,1,medium,0.054,monsoon,6,14,Day,Clear,0,841.0,23.1,0,Unknown,Working,50.0,33.0,4.0,87.0,2.0,Unknown,0,7,6,27,1,0,0.4052631578947369,280.3333333333333,0.5747126436781609
637,Telangana,urban,3,57,1,medium,0.054,monsoon,6,15,Day,Rain,0,441.0,36.2,0,Unknown,Working,47.0,106.0,7.0,160.0,1.0,Unknown,0,7,6,27,1,0,0.6350877192982457,147.0,0.29375
638,Telangana,urban,3,57,1,medium,0.054,monsoon,6,16,Day,Thunderstorm,0,424.0,30.6,0,Unknown,Blinking,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.5368421052631579,141.33333333333334,0.4195804195804196
639,Telangana,urban,3,57,1,medium,0.054,monsoon,6,17,Day,Clear,0,396.0,41.3,0,Unknown,Working,71.0,79.0,6.0,156.0,0.0,Unknown,0,7,6,27,1,0,0.7245614035087719,132.0,0.4551282051282051
640,Telangana,urban,3,57,1,medium,0.054,monsoon,6,18,Day,Rain,1,692.0,32.3,1,Unknown,Working,67.0,118.0,4.0,189.0,1.0,Unknown,0,7,6,27,1,0,0.5666666666666667,230.66666666666666,0.3544973544973545
641,Telangana,urban,3,57,1,medium,0.054,monsoon,6,19,Dusk/Dawn,Clear,0,560.0,30.0,0,Unknown,Working,49.0,54.0,3.0,106.0,5.0,Unknown,0,7,6,27,1,0,0.5263157894736842,186.66666666666666,0.46226415094339623
642,Telangana,urban,3,57,1,medium,0.054,monsoon,6,20,Night,Rain,1,828.0,16.9,1,Unknown,Working,70.0,78.0,6.0,154.0,1.0,Unknown,0,7,6,27,1,1,0.2964912280701754,276.0,0.45454545454545453
643,Telangana,urban,3,57,1,medium,0.054,monsoon,6,21,Night,Clear,0,434.0,39.7,0,Unknown,Working,38.0,85.0,8.0,131.0,2.0,Unknown,0,7,6,27,1,1,0.6964912280701755,144.66666666666666,0.2900763358778626
644,Telangana,urban,3,57,1,medium,0.054,monsoon,6,22,Night,Clear,0,505.0,26.1,0,Unknown,Off,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.4578947368421053,168.33333333333334,0.4195804195804196
645,Telangana,urban,3,57,1,medium,0.054,monsoon,6,23,Night,Rain,0,981.0,23.6,0,Unknown,Working,60.0,40.0,5.0,105.0,0.0,Unknown,0,7,6,27,1,1,0.41403508771929826,327.0,0.5714285714285714
646,Telangana,urban,3,57,1,medium,0.054,monsoon,0,0,Night,Clear,0,338.0,42.6,0,Unknown,Working,41.0,33.0,8.0,82.0,2.0,Unknown,0,7,7,28,0,1,0.7473684210526316,112.66666666666667,0.5
647,Telangana,urban,3,57,1,medium,0.054,monsoon,0,1,Night,Clear,0,628.0,28.3,0,Unknown,Working,55.0,33.0,5.0,93.0,0.0,Unknown,0,7,7,28,0,1,0.4964912280701754,209.33333333333334,0.5913978494623656
648,Telangana,urban,3,57,1,medium,0.054,monsoon,0,2,Night,Rain,0,967.0,16.4,0,Unknown,Working,67.0,103.0,4.0,174.0,3.0,Unknown,0,7,7,28,0,1,0.287719298245614,322.3333333333333,0.3850574712643678
649,Telangana,urban,3,57,1,medium,0.054,monsoon,0,3,Night,Clear,0,807.0,20.0,0,Unknown,Working,84.0,76.0,9.0,169.0,2.0,Unknown,0,7,7,28,0,1,0.3508771929824561,269.0,0.4970414201183432
650,Telangana,urban,3,57,1,medium,0.054,monsoon,0,4,Night,Rain,0,737.0,18.7,0,Unknown,Working,37.0,91.0,6.0,134.0,2.0,Unknown,0,7,7,28,0,1,0.32807017543859646,245.66666666666666,0.27611940298507465
651,Telangana,urban,3,57,1,medium,0.054,monsoon,0,5,Dusk/Dawn,Clear,0,940.0,28.2,0,Unknown,Working,49.0,102.0,4.0,155.0,0.0,Unknown,0,7,7,28,0,1,0.49473684210526314,313.3333333333333,0.3161290322580645
652,Telangana,urban,3,57,1,medium,0.054,monsoon,0,6,Day,Clear,0,483.0,41.5,0,Unknown,Working,85.0,78.0,3.0,166.0,1.0,Unknown,0,7,7,28,0,0,0.7280701754385965,161.0,0.5120481927710844
